Adress;Postnr;Postort;Nytt Postnr;Ny Postort
Sjötorp Sjötorps gård 2;54066;SJÖTORP;54266;SJÖTORP
Stödevägen 33A;86013;STÖDE;86441;STÖDE
Tunbyn 614;85590;SUNDSVALL;85358;SUNDSVALL
Raviksvägen 6;82070;BERGSJÖ;82951;BERGSJÖ
Tallbacken 1;18592;VAXHOLM;13492;TYNNINGÖ
Kyrkbyvägen 7;82078;HASSELA;82998;HASSELA
Krovägen 14;37033;TVING;37339;TVING
Rösåsen 126;86025;KOVLAND;85592;KOVLAND
Vårvägen 1;28020;BJÄRNUM;28265;BJÄRNUM
Kyrkbyn 4923C;82010;ARBRÅ;82162;ARBRÅ
Postvägen 43;82022;SANDARNE;82673;SANDARNE
Vingavägen 28A;35263;VÄXJÖ;35265;VÄXJÖ
Maltkvarn 2;37043;STURKÖ;37362;STURKÖ
Aspvägen 3B;82070;BERGSJÖ;82950;BERGSJÖ
Klyvargränd 1;38052;TIMMERNABBEN;38471;TIMMERNABBEN
Trollstigen 1A;82041;FÄRILA;82762;FÄRILA
Boställsgatan 60;28020;BJÄRNUM;28261;BJÄRNUM
Mjölnarvägen 3C;35250;VÄXJÖ;35274;VÄXJÖ
Folketshusvägen 11;36074;SÄVSJÖSTRÖM;36496;SÄVSJÖSTRÖM
Berg 109;37033;TVING;37339;TVING
Kvarntorp 5;66040;SEGMON;66496;SEGMON
Ringgatan 6;66057;VÄSE;65595;VÄSE
Sävsjövägen 55;57012;LANDSBRO;57472;LANDSBRO
Hemgraven 123;86013;STÖDE;86496;STÖDE
Kimramåla 101;38044;ALSTERBRO;38274;ALSTERBRO
Ullbacka 110;82022;SANDARNE;82672;SANDARNE
Sandviksudden 32;66010;DALS LÅNGED;66694;DALS LÅNGED
Sandhamn 12;37042;TORHAMN;37371;TORHAMN
Åbrolla 1250;28072;KILLEBERG;28396;KILLEBERG
Flästa Öjungen 6228;82010;ARBRÅ;82163;ARBRÅ
Strönhult 2189;28070;LÖNSBODA;28394;LÖNSBODA
Åsedavägen 11;36076;ÄLGHULT;36495;ÄLGHULT
Risinge Torsagården 1;36043;ÅRYD;35575;ÅRYD
Bryggarens väg 3;38053;FLISERYD;38473;FLISERYD
Storhullsjön 401;86013;STÖDE;86496;STÖDE
Hemsjövägen 532-4;29060;KYRKHULT;29394;KYRKHULT
Ringvägen 8;82065;FORSA;82460;FORSA
Frägsta 63;82064;NÄSVIKEN;82466;NÄSVIKEN
Vida 524;36053;SKRUV;36594;SKRUV
Norrby Lilla Berga 1;57491;VETLANDA;57443;VETLANDA
Järkvissle 105;86041;LIDEN;85599;LIDEN
Nöbbele Byagård 1;33193;VÄRNAMO;33144;VÄRNAMO
Torggatan 28;28010;SÖSDALA;28272;SÖSDALA
Sörfjärden Strandvägen 68;82077;GNARP;82962;GNARP
Tunbyn 305;85590;SUNDSVALL;85358;SUNDSVALL
Bollstigen 1;38044;ALSTERBRO;38273;ALSTERBRO
Rexfors 154;82070;BERGSJÖ;82953;BERGSJÖ
Skolgatan 15;36023;ÄLMEBODA;36298;ÄLMEBODA
Deralycke 5;36024;LINNERYD;36297;LINNERYD
Brosätter 305;66057;VÄSE;65596;VÄSE
Västra Rörshyttan 143;77071;STJÄRNSUND;77674;STJÄRNSUND
Nordbäcksbo 12;77071;STJÄRNSUND;77674;STJÄRNSUND
Västra Storgatan 17;57016;KVILLSFORS;57455;KVILLSFORS
Lindshult 111;38044;ALSTERBRO;38274;ALSTERBRO
Skäftesfallsvägen 9;57010;KORSBERGA;57476;KORSBERGA
Acksjön 334;66060;MOLKOM;65598;MOLKOM
Olsbackavägen 12;82026;MARMAVERKEN;82666;MARMAVERKEN
Härjedalsvägen 157;82041;FÄRILA;82760;FÄRILA
Rönnbärsvägen 8;35249;VÄXJÖ;35271;VÄXJÖ
Fröjdekullagatan 4;38044;ALSTERBRO;38273;ALSTERBRO
Hungerstorp Södregård 1;34032;GRIMSLÖV;34255;GRIMSLÖV
Briggen Sveas väg 17;38052;TIMMERNABBEN;38472;TIMMERNABBEN
Borred 110;52026;TRÄDET;52378;TRÄDET
Solbergaslingan 43;18592;VAXHOLM;13492;TYNNINGÖ
Pannågränd 4;30271;HALMSTAD;30277;HALMSTAD
Turbinvägen 15;34037;TORPSBRUK;34265;TORPSBRUK
Vesljunga 2264D;28022;VITTSJÖ;28269;VITTSJÖ
Häggvägen 2;57003;VRIGSTAD;57697;VRIGSTAD
Hans-Jonsvägen 26;82010;ARBRÅ;82161;ARBRÅ
Värsjö 6125;28040;SKÅNES FAGERHULT;28674;SKÅNES FAGERHULT
Bangårdsvägen 41B;23592;VELLINGE;23543;VELLINGE
Desmeknoppvägen 7;66052;EDSVALLA;66493;EDSVALLA
Björkhagsvägen 17;82023;BERGVIK;82667;BERGVIK
Lenlövs fäbod 204;77070;LÅNGSHYTTAN;77673;LÅNGSHYTTAN
Sagovägen 33A;90752;UMEÅ;90754;UMEÅ
Granvägen 20;82020;LJUSNE;82675;LJUSNE
Bäckgatan 8F;66060;MOLKOM;65560;MOLKOM
Häggliden 7;77070;LÅNGSHYTTAN;77671;LÅNGSHYTTAN
Piravägen 9;82077;GNARP;82960;GNARP
Gudmundsbyn 155;85751;SUNDSVALL;86342;SUNDSVALL
Tallgränd 3;82070;BERGSJÖ;82950;BERGSJÖ
Lindesvägen 11;36071;NORRHULT;36444;NORRHULT
Venås 318;82060;DELSBO;82473;DELSBO
Östra Genvägen 4;82023;BERGVIK;82668;BERGVIK
Hunsbo 984;82029;STRÅTJÄRA;82669;STRÅTJÄRA
Olarsvägen 7;82023;BERGVIK;82668;BERGVIK
Storgatan 41;52011;VEGBY;52362;VEGBY
Rödmyravägen 194;82040;JÄRVSÖ;82753;JÄRVSÖ
Stora vägen 64;36052;KOSTA;36543;KOSTA
Viljansvägen 3;86025;KOVLAND;85561;KOVLAND
Lilla Dalsjö 505;28020;BJÄRNUM;28261;BJÄRNUM
Kaplansvägen 5;93010;LÖVÅNGER;93261;LÖVÅNGER
Stenebyvägen 29;66010;DALS LÅNGED;66694;DALS LÅNGED
Lussebo 3;57015;HOLSBYBRUNN;57454;HOLSBYBRUNN
Stationsgatan 1;57010;KORSBERGA;57475;KORSBERGA
Sandkullavägen 1F;37033;TVING;37339;TVING
Bölevägen 15;93010;LÖVÅNGER;93261;LÖVÅNGER
Grenforsen 104;85590;SUNDSVALL;85358;SUNDSVALL
Sunnansjö 127;86041;LIDEN;85598;LIDEN
Knivshult 4;56029;TENHULT;56161;TENHULT
Åhult Hägnen 1;57012;LANDSBRO;57472;LANDSBRO
Sveasand 105;86035;SÖRÅKER;86194;SÖRÅKER
Änglidsvägen 13;66052;EDSVALLA;66493;EDSVALLA
Odensjö Storegård 1;34032;GRIMSLÖV;34255;GRIMSLÖV
Tumlehedsvägen 91;42344;TORSLANDA;42343;TORSLANDA
Marenslingan 19;18592;VAXHOLM;13492;TYNNINGÖ
Erik Falks väg 16;31138;FALKENBERG;31178;FALKENBERG
Storgatan 21;28010;SÖSDALA;28272;SÖSDALA
Östansjö Hammars 3813;82011;VALLSTA;82168;VALLSTA
Lemnhult 13;57010;KORSBERGA;57476;KORSBERGA
Mångatan 8;86032;FAGERVIK;86145;FAGERVIK
Västra Gränsgatan 1;28070;LÖNSBODA;28371;LÖNSBODA
Korpåsen 190;82078;HASSELA;82998;HASSELA
Säby Jönsagård 5;56034;VISINGSÖ;56394;VISINGSÖ
Brattås 116;86013;STÖDE;86495;STÖDE
Sjötorp Askevik 53;54066;SJÖTORP;54266;SJÖTORP
Bildhuggarevägen 33;30271;HALMSTAD;30277;HALMSTAD
Märgelvägen 20;30230;HALMSTAD;30228;HALMSTAD
Kroppedammsgatan 28;28020;BJÄRNUM;28262;BJÄRNUM
Färjvägen 13;86030;SÖRBERGE;86141;SÖRBERGE
Finnäs 19;93591;NORSJÖ;93592;NORSJÖ
Mörnersbergsvägen 23;66052;EDSVALLA;66493;EDSVALLA
Norromängsvägen 10;86013;STÖDE;86441;STÖDE
Bestorp 5;57010;KORSBERGA;57475;KORSBERGA
Värendsvägen 9;36043;ÅRYD;35575;ÅRYD
Skäggsta 508;86035;SÖRÅKER;86194;SÖRÅKER
Östanåvägen 20;86013;STÖDE;86495;STÖDE
Lindskärsvägen 26;72592;VÄSTERÅS;72590;VÄSTERÅS
Hurtigsvägen 15;82050;LOS;82770;LOS
Glimmergatan 6;43238;VARBERG;43256;VARBERG
Norra Vikens gård 403;66060;MOLKOM;65598;MOLKOM
Nordanå 94;82075;HARMÅNGER;82995;HARMÅNGER
Fästeredssund Ekholmen 211;52011;VEGBY;52362;VEGBY
Enesundsvägen 15;66010;DALS LÅNGED;66695;DALS LÅNGED
Hovra Gamla landsvägen 16;82042;KORSKROGEN;82772;KORSKROGEN
Mjölnarvägen 17;35250;VÄXJÖ;35274;VÄXJÖ
Vångavägen 6;28020;BJÄRNUM;28264;BJÄRNUM
Gylsboda 2446;28070;LÖNSBODA;28394;LÖNSBODA
Härjedalsvägen 73;82041;FÄRILA;82760;FÄRILA
Klavrevägen 8;36071;NORRHULT;36444;NORRHULT
Tand 605;83021;TANDSBYN;83499;TANDSBYN
Morins väg 5;29060;KYRKHULT;29374;KYRKHULT
Öggestorp 14;56030;TENHULT;56162;TENHULT
Bergmossevägen 8;57015;HOLSBYBRUNN;57453;HOLSBYBRUNN
Mickelbergsvägen 22;82023;BERGVIK;82668;BERGVIK
Byasjövägen 30;37033;TVING;37339;TVING
Snapphanevägen 11;28022;VITTSJÖ;28266;VITTSJÖ
Frejavägen 1P;82065;FORSA;82460;FORSA
Korhallsvägen 23;43278;TVÅÅKER;43279;TVÅÅKER
Hellmans väg 1;38044;ALSTERBRO;38274;ALSTERBRO
Bergstigen 21E;82074;STOCKA;82496;STOCKA
Nyåker 20;82062;BJURÅKER;82479;BJURÅKER
Bangårdsvägen 4;23592;VELLINGE;23543;VELLINGE
Mo stom 310;66291;ÅMÅL;66292;ÅMÅL
Harsavägen 20;82040;JÄRVSÖ;82753;JÄRVSÖ
Håsnäs Storön 681;82692;SÖDERALA;82661;SÖDERALA
Ramsberga 1306;28020;BJÄRNUM;28265;BJÄRNUM
Österbacken 7C;82023;BERGVIK;82667;BERGVIK
Näsberg Losvägen 204;82042;KORSKROGEN;82772;KORSKROGEN
Horröd 1389E;28010;SÖSDALA;28273;SÖSDALA
Fröset norregård 12;57012;LANDSBRO;57473;LANDSBRO
Inälv 251;82064;NÄSVIKEN;82466;NÄSVIKEN
Floragatan 2;28040;SKÅNES FAGERHULT;28673;SKÅNES FAGERHULT
Långede 126;82060;DELSBO;82473;DELSBO
Skottek 107;52331;ULRICEHAMN;52341;ULRICEHAMN
Skiljarvägen 3;82020;LJUSNE;82675;LJUSNE
Pannågränd 3;30271;HALMSTAD;30277;HALMSTAD
Östra Järnvägsgatan 5;28070;LÖNSBODA;28372;LÖNSBODA
Muggehult Tallebo;36052;KOSTA;36544;KOSTA
Skilsåker 718;86035;SÖRÅKER;86194;SÖRÅKER
Tränggatan 7;26139;LANDSKRONA;26138;LANDSKRONA
Tynningövägen 98;18592;VAXHOLM;13492;TYNNINGÖ
Storhullsjön 307;86013;STÖDE;86496;STÖDE
Ekstigen 12;28022;VITTSJÖ;28266;VITTSJÖ
Åkaköp 5;57003;VRIGSTAD;57697;VRIGSTAD
Linneryds by Norregård 9;36024;LINNERYD;36258;LINNERYD
Backen 120;86025;KOVLAND;85592;KOVLAND
Kvarnsvedsvägen 42;86013;STÖDE;86496;STÖDE
Krokavägen 23;37043;STURKÖ;37361;STURKÖ
Hissjön 227;86013;STÖDE;86496;STÖDE
Husgärde 15;56034;VISINGSÖ;56394;VISINGSÖ
Gustavs väg 10;31198;GLOMMEN;31154;GLOMMEN
Grävlingsvägen 24;86035;SÖRÅKER;86194;SÖRÅKER
Aklejavägen 10;52333;ULRICEHAMN;52341;ULRICEHAMN
Tuna-Vi 143;85590;SUNDSVALL;85358;SUNDSVALL
Kursvägen 17;57015;HOLSBYBRUNN;57453;HOLSBYBRUNN
Tviggasjö 1415;28020;BJÄRNUM;28265;BJÄRNUM
Torp 15;56034;VISINGSÖ;56394;VISINGSÖ
Västertanne 246;82070;BERGSJÖ;82952;BERGSJÖ
Bryggaregatan 6;57023;ANNEBERG;57171;ANNEBERG
Tisselskogs stom 7;66010;DALS LÅNGED;66694;DALS LÅNGED
Sösdala 2079;28010;SÖSDALA;28273;SÖSDALA
Dalhemsvägen 28C;66011;BILLINGSFORS;66641;BILLINGSFORS
Vattlång 45;82071;ILSBO;82991;ILSBO
Gällsta 301;82077;GNARP;82962;GNARP
Örtenästorp 315;66060;MOLKOM;65598;MOLKOM
Västgötagatan 58;43230;VARBERG;43239;VARBERG
Bergvägen 10;86030;SÖRBERGE;86143;SÖRBERGE
Norrviksta 21;82065;FORSA;82462;FORSA
Bokebacken 1;28022;VITTSJÖ;28266;VITTSJÖ
Hamnvägen 5;82062;BJURÅKER;82478;BJURÅKER
Hallarydsvägen 16;28072;KILLEBERG;28376;KILLEBERG
Sörbergevägen 9C;86030;SÖRBERGE;86142;SÖRBERGE
Grimhult 303;38053;FLISERYD;38473;FLISERYD
Sundbergsvägen 17;82041;FÄRILA;82761;FÄRILA
Tornvägen 2B;77070;LÅNGSHYTTAN;77671;LÅNGSHYTTAN
Lönsbodavägen 661-21;29062;VILSHULT;29395;VILSHULT
Sönderössjö 8360;28040;SKÅNES FAGERHULT;28674;SKÅNES FAGERHULT
Viaduktgatan 18;28023;HÄSTVEDA;28275;HÄSTVEDA
Nordviken 205;77070;LÅNGSHYTTAN;77673;LÅNGSHYTTAN
Bygatan 5;28023;HÄSTVEDA;28275;HÄSTVEDA
Fabriksgatan 15;28010;SÖSDALA;28271;SÖSDALA
Roddvägen 10;82020;LJUSNE;82675;LJUSNE
Glumstensvägen 22E;31198;GLOMMEN;31154;GLOMMEN
Målen 69;56030;TENHULT;56162;TENHULT
Lövängsvägen 14;35249;VÄXJÖ;35271;VÄXJÖ
Stora vägen 49;36052;KOSTA;36543;KOSTA
Trogsta 509;82065;FORSA;82462;FORSA
Källvattsvägen 36;82022;SANDARNE;82673;SANDARNE
Ängsvägen 17;29060;KYRKHULT;29374;KYRKHULT
Östra Gränsgatan 10;28070;LÖNSBODA;28372;LÖNSBODA
Falkgatan 14;28022;VITTSJÖ;28267;VITTSJÖ
Verum Hackagård 4213;28022;VITTSJÖ;28268;VITTSJÖ
Centrumvägen 80;86035;SÖRÅKER;86152;SÖRÅKER
Tandsjöborg mårten ols väg 3;82050;LOS;82770;LOS
Eskilshult 111;38044;ALSTERBRO;38274;ALSTERBRO
Marknadsgatan 15;66060;MOLKOM;65561;MOLKOM
Markarydsvägen 31;28022;VITTSJÖ;28266;VITTSJÖ
Fogdegatan 13;66291;ÅMÅL;66232;ÅMÅL
Klarviksvägen 3;36072;KLAVRESTRÖM;36445;KLAVRESTRÖM
Runvägen 6;35250;VÄXJÖ;35274;VÄXJÖ
Skedebäckshult 210;38040;ORREFORS;38272;ORREFORS
Frejavägen 5L;82065;FORSA;82460;FORSA
Segerstadsvägen 83;35263;VÄXJÖ;35265;VÄXJÖ
Forsövägen 20;82010;ARBRÅ;82160;ARBRÅ
Björntorpsgatan 1;66050;VÅLBERG;66452;VÅLBERG
Södra vägen 11;57003;VRIGSTAD;57696;VRIGSTAD
Hagavägen 2B;82020;LJUSNE;82675;LJUSNE
Norrfjärden Rask Olles backe 5;82077;GNARP;82962;GNARP
Brattås 107;93010;LÖVÅNGER;93293;LÖVÅNGER
Hultsvik 3;57010;KORSBERGA;57475;KORSBERGA
Västanäng 54C;82060;DELSBO;82472;DELSBO
Olas väg 16;31198;GLOMMEN;31154;GLOMMEN
Norrgårdsvägen 19;37033;TVING;37340;TVING
Stor-Otern 136;86041;LIDEN;85598;LIDEN
Granvägen 6;28022;VITTSJÖ;28266;VITTSJÖ
Mossvägen 13;86013;STÖDE;86441;STÖDE
Skogsvägen 15;28010;SÖSDALA;28273;SÖSDALA
Lynäs 254;82023;BERGVIK;82668;BERGVIK
Anundgård 111;86041;LIDEN;85598;LIDEN
Flahult 2;57003;VRIGSTAD;57697;VRIGSTAD
Mossgatan 25;57023;ANNEBERG;57171;ANNEBERG
Björkallén 16;86040;INDAL;85597;INDAL
Lärkvägen 27;28010;SÖSDALA;28271;SÖSDALA
Lidenvägen 74;86041;LIDEN;85599;LIDEN
Gysingevägen 83;81040;HEDESUNDA;81895;HEDESUNDA
Nygatan 3A;52026;TRÄDET;52378;TRÄDET
Karsjö Svedjevägen 24;82040;JÄRVSÖ;82752;JÄRVSÖ
Kållerud Viken 25;66040;SEGMON;66496;SEGMON
Ubbaltsvägen 39;28022;VITTSJÖ;28267;VITTSJÖ
Kyrkhultsvägen 60;28070;LÖNSBODA;28394;LÖNSBODA
Bogården 3497;82011;VALLSTA;82168;VALLSTA
Frejavägen 9G;82065;FORSA;82460;FORSA
Stigevägen 53C;86040;INDAL;85597;INDAL
Ringblomsvägen 1;52333;ULRICEHAMN;52341;ULRICEHAMN
Rentjärnvägen 73;93071;RENTJÄRN;93991;RENTJÄRN
Alpvägen 19A;82040;JÄRVSÖ;82750;JÄRVSÖ
Kronobergsvägen 7;28022;VITTSJÖ;28268;VITTSJÖ
Fagernäs 135;82070;BERGSJÖ;82953;BERGSJÖ
Hammarnvägen 47;82041;FÄRILA;82762;FÄRILA
Sigurd Kochs gata 16;52142;FALKÖPING;52140;FALKÖPING
Åbrovägen 50;81040;HEDESUNDA;81845;HEDESUNDA
Värsjö 6265;28040;SKÅNES FAGERHULT;28674;SKÅNES FAGERHULT
Voltvägen 7;82020;LJUSNE;82676;LJUSNE
Hårte 149;82076;JÄTTENDAL;82996;JÄTTENDAL
Hörröd 1379;28023;HÄSTVEDA;28276;HÄSTVEDA
Hedebacka 524;66060;MOLKOM;65597;MOLKOM
Kyrkogatan 35E;36023;ÄLMEBODA;36298;ÄLMEBODA
Fröderyd söragård 12;57012;LANDSBRO;57473;LANDSBRO
Harsa Svemarksvägen 62;82040;JÄRVSÖ;82753;JÄRVSÖ
Bokvägen 19;28023;HÄSTVEDA;28274;HÄSTVEDA
Målen 23;56030;TENHULT;56162;TENHULT
Skalla hamnväg 5;64792;MARIEFRED;64735;MARIEFRED
Farstorps-Tågarp 1431;28023;HÄSTVEDA;28276;HÄSTVEDA
Sodalen 202;86025;KOVLAND;85592;KOVLAND
Hovgård Skärvhagen;36076;ÄLGHULT;36495;ÄLGHULT
Gränskullavägen 198-9;23592;VELLINGE;23594;VELLINGE
Nansta 215;82065;FORSA;82462;FORSA
Ljungagårdsvägen 2;57002;STOCKARYD;57695;STOCKARYD
Arviken 828;66060;MOLKOM;65597;MOLKOM
Avholm 15;82062;BJURÅKER;82478;BJURÅKER
Ölsjön 241;82078;HASSELA;82998;HASSELA
Högsbyvägen 21;36076;ÄLGHULT;36495;ÄLGHULT
Franshammar 214;82078;HASSELA;82998;HASSELA
Väse-Mosserud 316;66057;VÄSE;65596;VÄSE
Smedsböle 533;86035;SÖRÅKER;86194;SÖRÅKER
Snapphaneallén 10C;28040;SKÅNES FAGERHULT;28673;SKÅNES FAGERHULT
Ässjö 171;82078;HASSELA;82998;HASSELA
Hovsbodarna 193;85590;SUNDSVALL;85591;SUNDSVALL
Killnäset 210;83021;TANDSBYN;83499;TANDSBYN
Grusvägen 4;29795;DEGEBERGA;27355;BRÖSARP
Strandvägen 16C;28040;SKÅNES FAGERHULT;28673;SKÅNES FAGERHULT
Masses väg 11;37044;TJURKÖ;37363;TJURKÖ
Karlsborgsvägen 1;37042;TORHAMN;37371;TORHAMN
Tommabodavägen 36;28070;LÖNSBODA;28393;LÖNSBODA
Bredasjö 103;37033;TVING;37340;TVING
Vitsippsvägen 11;86013;STÖDE;86496;STÖDE
Hjälmseryd Vandrarhemmet 1;57002;STOCKARYD;57694;STOCKARYD
Lönnbergsvägen 11;82070;BERGSJÖ;82950;BERGSJÖ
Östvedavägen 30;81040;HEDESUNDA;81896;HEDESUNDA
Kyrkvägen 37C;82077;GNARP;82960;GNARP
Barnstugevägen 16;82040;JÄRVSÖ;82751;JÄRVSÖ
Bjärnums skog 3026;28020;BJÄRNUM;28265;BJÄRNUM
Norrfjärden 664;82077;GNARP;82962;GNARP
Havraljunga 2006;28022;VITTSJÖ;28268;VITTSJÖ
Enetsvägen 35;66010;DALS LÅNGED;66695;DALS LÅNGED
Södra Hulta 1031;28072;KILLEBERG;28396;KILLEBERG
Utvägen 4;57016;KVILLSFORS;57455;KVILLSFORS
Gårdsjövägen 6E;29060;KYRKHULT;29374;KYRKHULT
Väderlanda Gustavslund;36047;VÄRENDS NÖBBELE;35574;VÄRENDS NÖBBELE
Ätragatan 1;52026;TRÄDET;52378;TRÄDET
Lagbasvägen 3;85753;SUNDSVALL;86341;SUNDSVALL
Väse-Lindås 603;66057;VÄSE;65595;VÄSE
Lagunvägen 8;38040;ORREFORS;38271;ORREFORS
Röde 215;82077;GNARP;82961;GNARP
Bubbarp 1257;28023;HÄSTVEDA;28276;HÄSTVEDA
Avan 43;93010;LÖVÅNGER;93294;LÖVÅNGER
Olnirsvägen 56B;82060;DELSBO;82470;DELSBO
Berghagsvägen 4;66052;EDSVALLA;66493;EDSVALLA
Sjötorp Askevik 33;54066;SJÖTORP;54266;SJÖTORP
Nordbäcksbo 60;77071;STJÄRNSUND;77674;STJÄRNSUND
Friggesundsvägen 3D;82062;BJURÅKER;82478;BJURÅKER
Alsjövallen 123;82064;NÄSVIKEN;82465;NÄSVIKEN
Sundsbyn 7;66010;DALS LÅNGED;66694;DALS LÅNGED
Malseröd 4070A;28022;VITTSJÖ;28268;VITTSJÖ
Hårte Hamnen 39;82076;JÄTTENDAL;82996;JÄTTENDAL
Segerstadsby 311;66050;VÅLBERG;66494;VÅLBERG
Hällom 103;85590;SUNDSVALL;85591;SUNDSVALL
Österstråsjö 53;82062;BJURÅKER;82479;BJURÅKER
Edsvallavägen 41;66052;EDSVALLA;66493;EDSVALLA
Ringvägen 26;66060;MOLKOM;65560;MOLKOM
Lillhullsjön 117;86013;STÖDE;86496;STÖDE
Hjälmseryd Klockaregård 2;57002;STOCKARYD;57694;STOCKARYD
Torp Brogård 1;34032;GRIMSLÖV;34255;GRIMSLÖV
Skillinge 632;86035;SÖRÅKER;86194;SÖRÅKER
Sigurd Kochs gata 21;52142;FALKÖPING;52140;FALKÖPING
Uddvägen 17;93070;MALÅ;93932;MALÅ
Sjöråvägen 16;90752;UMEÅ;90754;UMEÅ
Kilbovägen 6;82041;FÄRILA;82762;FÄRILA
Sundsbrovägen 37;82046;RAMSJÖ;82776;RAMSJÖ
Granhultsvägen 3;77070;LÅNGSHYTTAN;77671;LÅNGSHYTTAN
Radhusgatan 49;86030;SÖRBERGE;86143;SÖRBERGE
Unnviksvägen 89;86035;SÖRÅKER;86194;SÖRÅKER
Bybacken 13;83021;TANDSBYN;83499;TANDSBYN
Uddvägen 19;93070;MALÅ;93932;MALÅ
Dungevägen 1;35249;VÄXJÖ;35271;VÄXJÖ
Järnvägsgatan 3;28072;KILLEBERG;28376;KILLEBERG
Mejerivägen 26;66060;MOLKOM;65560;MOLKOM
Skiffergatan 33;43238;VARBERG;43256;VARBERG
Norum 807;66060;MOLKOM;65597;MOLKOM
Torpvägen 29;93010;LÖVÅNGER;93261;LÖVÅNGER
Bråte 551;66050;VÅLBERG;66494;VÅLBERG
Sandkullavägen 3B;37033;TVING;37339;TVING
Vinks väg 10B;57003;VRIGSTAD;57696;VRIGSTAD
Åsundaön 420;66050;VÅLBERG;66494;VÅLBERG
Turistvägen 50;82040;JÄRVSÖ;82750;JÄRVSÖ
Lindbo 9;82062;BJURÅKER;82478;BJURÅKER
Tallnäsvägen 25;86030;SÖRBERGE;86143;SÖRBERGE
Sunnansjövägen 20A;82060;DELSBO;82470;DELSBO
Masugnsvägen 37;36043;ÅRYD;35575;ÅRYD
Värsjö 6355;28040;SKÅNES FAGERHULT;28674;SKÅNES FAGERHULT
Hov 1249;82011;VALLSTA;82167;VALLSTA
Nottebäck Rosenberg;36071;NORRHULT;36444;NORRHULT
Klökanvägen 44;85751;SUNDSVALL;86342;SUNDSVALL
Fullerö strand 11;72591;VÄSTERÅS;72590;VÄSTERÅS
Vingavägen 14F;35263;VÄXJÖ;35265;VÄXJÖ
Båtsmansvägen 36;37043;STURKÖ;37362;STURKÖ
Vattrång 364;82075;HARMÅNGER;82995;HARMÅNGER
Snickarens väg 2;38053;FLISERYD;38473;FLISERYD
Tolleby 17;47196;BLEKET;47150;BLEKET
Produktvägen 11;82022;SANDARNE;82673;SANDARNE
Mossby 517;66060;MOLKOM;65597;MOLKOM
Ed Breasenvägen 59;82042;KORSKROGEN;82772;KORSKROGEN
Strömbackavägen 11A;82062;BJURÅKER;82478;BJURÅKER
Skomakarvägen 36;81040;HEDESUNDA;81845;HEDESUNDA
Bryttmor 112;86035;SÖRÅKER;86194;SÖRÅKER
Hagströmsvägen 1A;82062;BJURÅKER;82478;BJURÅKER
Björkliden 14;57021;MALMBÄCK;57168;MALMBÄCK
Stavshult 2298B;28022;VITTSJÖ;28269;VITTSJÖ
Byvägen 16;36071;NORRHULT;36444;NORRHULT
Gunnetorp 203;37033;TVING;37340;TVING
Bäckån 224;93010;LÖVÅNGER;93293;LÖVÅNGER
Hjortvägen 6;86030;SÖRBERGE;86142;SÖRBERGE
Strandavägen 44A;38052;TIMMERNABBEN;38472;TIMMERNABBEN
Rommelsjö 35;56030;TENHULT;56162;TENHULT
Hillensvägen 38;82064;NÄSVIKEN;82465;NÄSVIKEN
Alseda 26;57015;HOLSBYBRUNN;57454;HOLSBYBRUNN
Rundelsvägen 38;57012;LANDSBRO;57473;LANDSBRO
Tjärngatan 4;86030;SÖRBERGE;86141;SÖRBERGE
Odlingsvägen 11;28020;BJÄRNUM;28261;BJÄRNUM
Norrbyvägen 91;82050;LOS;82770;LOS
Baldersnäsvägen 29;66010;DALS LÅNGED;66694;DALS LÅNGED
Norrhult Oxberget;36071;NORRHULT;36444;NORRHULT
Läggesta Fredriksdal 18;64792;MARIEFRED;64735;MARIEFRED
Taxviken Vikesand 1;66010;DALS LÅNGED;66694;DALS LÅNGED
Bruksgatan 7;36072;KLAVRESTRÖM;36445;KLAVRESTRÖM
Hammar 301;66057;VÄSE;65595;VÄSE
Glödenvägen 28;86032;FAGERVIK;86145;FAGERVIK
Tjärngatan 12;86030;SÖRBERGE;86141;SÖRBERGE
Yckelsbovägen 32;82040;JÄRVSÖ;82753;JÄRVSÖ
Junexvägen 9;28040;SKÅNES FAGERHULT;28673;SKÅNES FAGERHULT
Logvägen 34;30274;HALMSTAD;30276;HALMSTAD
Västanå 151;86041;LIDEN;85599;LIDEN
Södra vägen 10;56030;TENHULT;56162;TENHULT
Lyckåsvägen 10;56029;TENHULT;56160;TENHULT
Norrväna 31;82060;DELSBO;82473;DELSBO
Jämsunda by 73;37033;TVING;37340;TVING
Blåpannevägen 30;36023;ÄLMEBODA;36298;ÄLMEBODA
Centrumgränd 5;82078;HASSELA;82998;HASSELA
Hårte Orrvägen 11;82076;JÄTTENDAL;82996;JÄTTENDAL
Bodavägen 31;82040;JÄRVSÖ;82753;JÄRVSÖ
Björkgatan 12;52333;ULRICEHAMN;52340;ULRICEHAMN
Frejavägen 22B;82065;FORSA;82460;FORSA
Träsmedsvägen 21;37042;TORHAMN;37371;TORHAMN
Flästa Lillsjön 6380;82010;ARBRÅ;82163;ARBRÅ
Gästgivaregatan 10F;57003;VRIGSTAD;57696;VRIGSTAD
Droskvägen 3;66060;MOLKOM;65561;MOLKOM
Stafettvägen 7;82026;MARMAVERKEN;82666;MARMAVERKEN
Ängsvägen 6A;86035;SÖRÅKER;86152;SÖRÅKER
